name,style,price,filename
ava,topaz & cream,10,ava-topazcream.jpg
coral,blue,5,coral-blue.jpg
coral,pearl,5,coral-pearl.jpg
diana,hematite,7,diana-hematite.jpg
diana,red,7,diana-red.jpg
esme,green & black,5,esme-greenblack.jpg
greta,red,5,greta-red.jpg
greta,turquoise,5,greta-turquoise.jpg
maisy,brown,5,maisy-brown.jpg
penny,mauve & pink,7,penny-mauvepink.jpg
penny,pink & grey,7,penny-pinkgrey.jpg
polly,bronze,5,polly-bronze.jpg
sasha,pearl,5,sasha-pearl.jpg
